j2p,k_over_pi,k,sector,band,gap,D,chi_tm,lattice,quality,source_job,quality_note,source_path,checkpoint,source_sha256
0.4,0.0,0.0,trivial,7,0.8912366533180853,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.0,0.0,trivial,8,0.935226855972856,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.0,0.0,trivial,9,0.9360802117790675,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.0,0.0,trivial,10,0.9675000593685259,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.08333333333333333,0.2617993877991494,trivial,1,0.44848015360862303,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.08333333333333333,0.2617993877991494,trivial,2,0.4596974402871187,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.08333333333333333,0.2617993877991494,trivial,3,0.7456804972720136,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.08333333333333333,0.2617993877991494,trivial,4,0.8010062979107796,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.08333333333333333,0.2617993877991494,trivial,5,0.8634606266485569,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.08333333333333333,0.2617993877991494,trivial,6,0.9187329955076058,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.08333333333333333,0.2617993877991494,trivial,7,0.923856238559663,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.08333333333333333,0.2617993877991494,trivial,8,0.9646552081654839,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.08333333333333333,0.2617993877991494,trivial,9,0.9672200033571233,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.08333333333333333,0.2617993877991494,trivial,10,0.9916343035370296,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.16666666666666666,0.5235987755982988,trivial,1,0.5989521666888958,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.16666666666666666,0.5235987755982988,trivial,2,0.6072413425655967,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.16666666666666666,0.5235987755982988,trivial,3,0.7626744447500001,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.16666666666666666,0.5235987755982988,trivial,4,0.9503367604887953,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.16666666666666666,0.5235987755982988,trivial,5,0.963912936895545,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.16666666666666666,0.5235987755982988,trivial,6,1.0009304901692335,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.16666666666666666,0.5235987755982988,trivial,7,1.004663296295965,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.16666666666666666,0.5235987755982988,trivial,8,1.0464504865826365,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.16666666666666666,0.5235987755982988,trivial,9,1.054486058657307,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.16666666666666666,0.5235987755982988,trivial,10,1.0603051178462655,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.25,0.7853981633974483,trivial,1,0.7495723743353304,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.25,0.7853981633974483,trivial,2,0.7530311985691619,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.25,0.7853981633974483,trivial,3,0.8185795726231717,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.25,0.7853981633974483,trivial,4,1.0684173796312166,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.25,0.7853981633974483,trivial,5,1.110609508188346,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.25,0.7853981633974483,trivial,6,1.117576960361378,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.25,0.7853981633974483,trivial,7,1.123184974338217,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.25,0.7853981633974483,trivial,8,1.155521681556024,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.25,0.7853981633974483,trivial,9,1.1665800142577945,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.25,0.7853981633974483,trivial,10,1.1852626602199223,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.3333333333333333,1.0471975511965976,trivial,1,0.8663378183699371,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.3333333333333333,1.0471975511965976,trivial,2,0.8701884950773513,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.3333333333333333,1.0471975511965976,trivial,3,0.87872318672336,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.3333333333333333,1.0471975511965976,trivial,4,1.1875845066070438,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.3333333333333333,1.0471975511965976,trivial,5,1.192623090173469,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.3333333333333333,1.0471975511965976,trivial,6,1.2505719991451585,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.3333333333333333,1.0471975511965976,trivial,7,1.2552325182128283,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.3333333333333333,1.0471975511965976,trivial,8,1.2552782421836173,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.3333333333333333,1.0471975511965976,trivial,9,1.2641750616060483,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.3333333333333333,1.0471975511965976,trivial,10,1.2829134164852318,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.4166666666666667,1.3089969389957472,trivial,1,0.928944499567087,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.4166666666666667,1.3089969389957472,trivial,2,0.9449546413204368,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.4166666666666667,1.3089969389957472,trivial,3,0.9498299469600082,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.4166666666666667,1.3089969389957472,trivial,4,1.2526368476150556,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.4166666666666667,1.3089969389957472,trivial,5,1.272311169983423,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.4166666666666667,1.3089969389957472,trivial,6,1.3153149559976265,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.4166666666666667,1.3089969389957472,trivial,7,1.3280394491619871,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.4166666666666667,1.3089969389957472,trivial,8,1.3328614361120357,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.4166666666666667,1.3089969389957472,trivial,9,1.3546886115854302,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.4166666666666667,1.3089969389957472,trivial,10,1.3586394108851443,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.4,0.5,1.5707963267948966,trivial,1,0.9584455069412092,8,256,merge,strict,43304744,All 13 momenta passed the 10/10 eigensolver gate with one frozen converged environment.,D:\1 - research\1.24 - Honeycomb_J1J2\hpc\rendered\2026-07-14_2105_bsc_J1J2p04_merge_D8chi256_TM_k0_pi12_pi_shared_env_tol1e6\pulled_remote\D8\TM_spectrum\trivial\spectrum_k0_pi12_pi.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
